"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"P05000000422","SELLANDSHIP, INC.                               ","A","DOMP","           7155 SOMERSWORTH DRIVE                    ","                                          ","ORLANDO                     ","FL","32835     ","US","01032005"
"P05000000432","CS OF LAKELAND, INC.                            ","A","DOMP","           347 AUDUBON OAKS DR                       ","303                                       ","LAKELAND                    ","FL","33809     ","  ","01012005"
"F05000000012","OZONE WATER INCORPORATED                        ","A","FORP","           3131 N. 56TH STREET                       ","                                          ","PHOENIX                     ","AZ","85018     ","  ","12232004"
"P05000000442","BUJJABUJJA, INC.                                ","A","DOMP","           7610 CITRUS BLOSSOM DRIVE                 ","                                          ","LAND O'LAKES                ","FL","34637     ","US","01032005"
"P05000000452","BETTY'S CONSTRUCTION CLEANING, INC.             ","A","DOMP","           5333 30TH AVE SW                          ","                                          ","NAPLES                      ","FL","34116     ","  ","01032005"
"P05000000462","TENNYSON/DISPLAY ADVERTISING, INC.              ","A","DOMP","           19115 N.W. 11TH COURT                     ","                                          ","MIAMI                       ","FL","33169     ","  ","01012005"
"P05000000472","PALM BEACH AUCTIONEER, INC.                     ","A","DOMP","           4386 NORTHLAKE BLVD.                      ","                                          ","PALM BEACH GARDENS          ","FL","33410     ","US","01032005"
"L05000000392","WEST 16TH AVENUE DONUTS, LLC                    ","A","FLAL","           18671 COLLINS AVE. #2402                  ","                                          ","SUNNY ISLES                 ","FL","33160     ","  ","12302004"
"P05000000482","HOT ROD MOTOR SALES INC                         ","A","DOMP","           4432 56TH AVE DR E                        ","                                          ","BRADENTON                   ","FL","34203     ","  ","01032005"
"P05000000512","NOC CONSULTANTS, INC                            ","A","DOMP","           21000 BOCA RIO ROAD                       ","SUITE C1                                  ","BOCA RATON                  ","FL","33433     ","US","01032005"
"L05000000402","BURKE & COMPANY, LLC                            ","A","FLAL","           46 N. WASHINGTON BLVD., #1                ","                                          ","SARASOTA                    ","FL","34236     ","  ","01012005"
"P05000000522","HENNESSEY INVESTMENTS, INC.                     ","A","DOMP","           17349 SW 142ND COURT                      ","                                          ","MIAMI                       ","FL","33177     ","  ","01032005"
"P05000000532","FINANCIALLY BLONDE, INC.                        ","A","DOMP","           8201 TARSIER AVE                          ","                                          ","NEW PORT RICHEY             ","FL","34653     ","US","01032005"
"P05000000542","SWEET AND GENTLE HOME HEALTH CARE CO            ","A","DOMP","           12833 SW 50TH COURT                       ","                                          ","MIRAMAR                     ","FL","33027     ","US","01072005"
"M05000000012","KL INCOME MANAGEMENT, LLC                       ","A","FORL","           222 LAKEVIEW AVE., 17TH FLOOR             ","                                          ","WEST PALM BEACH             ","FL","33401     ","  ","01032005"
"P05000000552","J & J AUTO TRANSPORT BROKER, INC.               ","A","DOMP","           2100 W. 76TH STREET, STE. 302             ","                                          ","HIALEAH                     ","FL","33016     ","  ","01032005"
"P05000000492","POWERS DISCOUNT BEVERAGES, INC.                 ","A","DOMP","           6125 POWERS AVE                           ","                                          ","JACKSONVILLE                ","FL","32217     ","  ","01032005"
"P05000000502","VJ'S PRO PAINTING CORP.                         ","A","DOMP","           8260 SHUMOCK AVE                          ","                                          ","NORTH PORT                  ","FL","34287     ","  ","12312004"
"L05000000412","SHOULTS, LLC                                    ","A","FLAL","           925 BAMBI DRIVE                           ","                                          ","DESTIN                      ","FL","32541     ","  ","12292004"
"P05000000562","BURAYE FILIPETS CORPORATION                     ","A","DOMP","           10850 CAMERON COURT                       ","# 303                                     ","DAVIE                       ","FL","33324     ","  ","01032005"
"P05000000572","FLORIDA CODE CALCS DESIGN INC                   ","A","DOMP","           4723 PINE MORE LANE                       ","                                          ","LAKE WORTH                  ","FL","33463     ","US","01012005"
"P05000000582","FTFG INVESTMENTS, INC.                          ","A","DOMP","           2525 N STATE RD 7                         ","115                                       ","HOLLYWOOD                   ","FL","33021     ","US","01032005"
"P05000000592","STEVEN'S  PET PRODUCTS, INC.                    ","A","DOMP","           1251 SEDEEVA CIRCLE N.                    ","                                          ","CLEARWATER                  ","FL","33755     ","US","01032005"
"P05000000612","MANAZAC ENTERPRISES, INC                        ","A","DOMP","           2331 N.E. 5 AVENUE                        ","                                          ","POMPANO BEACH               ","FL","33064     ","  ","01032005"
"P05000000622","NIEVES BATES, INC.                              ","A","DOMP","           1600 NW 128TH DR.,                        ","#208                                      ","SUNRISE                     ","FL","33323     ","US","01032005"
"P05000000632","MANKO HOLDINGS, INC.                            ","A","DOMP","           5500 A AIRPORT BLVD                       ","                                          ","TAMPA                       ","FL","33634     ","  ","01012005"
"P05000000602","AESTHETIC D-SIGN INTERNATIONAL, INC.            ","A","DOMP","           308 N. HIMES AVENUE                       ","                                          ","TAMPA                       ","FL","33609     ","  ","01032005"
"L05000000432","NATURE COAST LIMITED LIABILITY COMPANY          ","A","FLAL","           2841 N.W. 41ST STREET                     ","                                          ","GAINESVILLE                 ","FL","32606     ","  ","01012005"
"P05000000652","JL HODGES ENTERPRISES CORPORATION               ","A","DOMP","           310 S. 21ST STREET                        ","                                          ","FT. PIERCE                  ","FL","34950     ","  ","12302004"
"P05000000662","P & B FINISH CARPENTRY, INC.                    ","A","DOMP","           1967 TIMBERLINE DRIVE                     ","                                          ","NAPLES                      ","FL","34109     ","  ","01102005"
"P05000000672","IMPRESSIONABLE PROJECTS, INC.                   ","A","DOMP","           2295 AMERICUS BOULEVARD EAST, #55         ","                                          ","CLEARWATER                  ","FL","33763     ","  ","01032005"
"P05000000682","GROUNDWORKS SERVICES, INC.                      ","A","DOMP","           500 MASON DR                              ","                                          ","HAVANA                      ","FL","32333     ","  ","01032005"
"L05000000452","HEARTLAND SERVICES, L.L.C.                      ","A","FLAL","           8451 BOLEYN ROAD                          ","                                          ","SARASOTA                    ","FL","34240     ","  ","12272004"
"P05000000692","SCOBA INVESTIGATIONS, INC.                      ","A","DOMP","           17720 SW 76 AVE                           ","                                          ","MIAMI                       ","FL","33157     ","  ","01032005"
"L05000000462","HAYWARD WINDOWS, LLC                            ","A","FLAL","           2091 COUNTY ROAD 44A                      ","                                          ","WILDWOOD                    ","FL","34785     ","  ","01012005"
"L05000000492","COZY COVEY, LLC                                 ","A","FLAL","           P.O. BOX 2595                             ","                                          ","PALM CITY                   ","FL","34991     ","  ","01012005"
"L05000000422","J H SAN REMO, L.C.                              ","A","FLAL","           6013 PRATT STREET                         ","                                          ","TAMPA                       ","FL","33647     ","  ","01012005"
"P05000000642","SAMUEL R. THOMAS PROPERTY MAINT., INC.          ","A","DOMP","           117 GLEASON PKWY.                         ","                                          ","CAPE CORAL                  ","FL","33914     ","  ","01032005"
"F05000000022","WISE PROMOTIONS & PRINTING, INC.                ","A","FORP","           3251 S. PALMETTO AVENUE                   ","                                          ","DAYTONA                     ","FL","32119     ","  ","12272004"
"L05000000442","BAIN III GROUP ONE, LLC                         ","A","FLAL","           711 CONFEDERATE COURT                     ","                                          ","GULF BREEZE                 ","FL","32561     ","  ","12272004"
"N05000000032","FISHER ISLAND YACHT CLUB, INC.                  ","A","DOMN","P          1680 NE 135TH ST                          ","                                          ","MIAMI                       ","FL","33181     ","  ","01032005"
"P05000000702","JAMES R BAILEY, JR BUILDING SERVICES, INC       ","A","DOMP","           6119 TONAWANDA DR                         ","                                          ","PENSACOLA                   ","FL","32506     ","  ","12282004"
"L05000000472","CANYON LAKES VEGAS, LLC                         ","A","FLAL","           1441 BRICKELL AVE., SUITE 1003            ","                                          ","MIAMI                       ","FL","33131     ","  ","01032005"
"P05000000712","GREEN YARD LANDSCAPING AND LAWN MAINT.,INC      ","A","DOMP","           1420 N.E. 14TH TERR                       ","                                          ","CAPE CORAL                  ","FL","33909     ","  ","01032005"
"L05000000482","BREAKWATER LAND HOLDINGS, LLC                   ","A","FLAL","           1998 TRADE CENTER WAY, UNIT NO. 4         ","                                          ","NAPLES                      ","FL","34109     ","  ","01032005"
"P05000000722","PAOLA TREE FARM, INC.                           ","A","DOMP","           230 N PARK AVE                            ","                                          ","SANFORD                     ","FL","32771     ","  ","01032005"
"P05000000732","THOMAS BLOOM CONSTRUCTION, INC.                 ","A","DOMP","           3196 AUDRA RD                             ","                                          ","ST AUGUSTINE                ","FL","33084     ","  ","01032005"
"N05000000042","THE MOORINGS/SAFETY HARBOUR PROPERTY OWNERS ASSO","A","DOMN","P          P.O. BOX 9111                             ","                                          ","JUPITER                     ","FL","33468-9111","  ","01012005"
"P05000000742","ROBERT KELLY DOORS INC.                         ","A","DOMP","           2618 ROSE BLVD                            ","                                          ","ORLANDP                     ","FL","32839     ","  ","01032005"
"P05000000752","BACI JEWELRY & ACCESSORIES, INC.                ","A","DOMP","           4852 DAVIS BLVD                           ","                                          ","NAPLES                      ","FL","34104     ","  ","01032005"
"L05000000502","MARTIN T. ROMERO LLC                            ","A","FLAL","           4524 BELLAROSE                            ","                                          ","TALLAHASSEE                 ","FL","32305     ","  ","01032005"
"P05000000762","MOETT ENTERPRISES INC.                          ","A","DOMP","           1731 NE 139 ST                            ","                                          ","N MIAMI                     ","FL","33181-1318","  ","01012005"
"P05000000772","O'NEAL ALUMINUM, INC.                           ","A","DOMP","           11980 LAKELAND ACRES ROAD                 ","                                          ","LAKELAND                    ","FL","33810     ","  ","01032005"
"L05000000512","SOUTHEASTERN LINER DEPOT, LLC                   ","A","FLAL","           644 FOREST LAIR                           ","                                          ","TALLAHASSEE                 ","FL","32312     ","  ","01032005"
"L05000000423","HETRO INVESTMENTS, LLC                          ","A","FLAL","           4708 SOAPSTONE DRIVE                      ","                                          ","TAMPA                       ","FL","33615     ","  ","12232004"
"P05000000003","WATERCASTLE COMPANIES, INC.                     ","A","DOMP","           2600 ISLAND BLVD STE 201                  ","                                          ","AVENTURA                    ","FL","33160     ","  ","12302005"
"M05000000003","UNITEK USA, LLC                                 ","A","FORL","           GWYNEDD HALL                              ","1777 SENTRY PARKWAY WEST, SUITE 302       ","BLUE BELL                   ","PA","19422     ","  ","12302004"
"L05000000003","USXP REALTY TRUST, LLC                          ","A","FLAL","           5295 TOWN CENTER ROAD, 4TH FLOOR          ","                                          ","BOCA RATON                  ","FL","33486     ","  ","12302004"
"P05000000013","PROPERTY PLUS SOFTWARE, INC.                    ","A","DOMP","           3465 WEST IRLO BRONSON HWY                ","                                          ","KISSIMMEE                   ","FL","34741     ","  ","12302004"
"A05000000003","ROBERT ROSCHMAN FLP, LTD.                       ","A","DOML","P          6300 N.E. 1ST AVENUE                      ","SUITE 300                                 ","FORT LAUDERDALE             ","FL","33334     ","  ","12302004"
"P05000000023","COMARG USA, INC.                                ","A","DOMP","           2431 NW 62ND STREET                       ","                                          ","BOCA RATON                  ","FL","33496     ","  ","12302004"
"L05000000013","MAJO IV, LLC                                    ","A","FLAL","           14160 PALMETTO FRONTAGE ROAD, SUITE 21    ","                                          ","MIAMI LAKES                 ","FL","33016     ","  ","12302004"
"L05000000023","2010 HOLDINGS, LLC                              ","A","FLAL","           1662 LINCOLN COURT                        ","                                          ","MIAMI BEACH                 ","FL","33139     ","  ","12302004"
"P05000000033","QUALITY AIR SOLUTIONS INC.                      ","A","DOMP","           PO BOX 370884                             ","                                          ","MIAMI                       ","FL","33137     ","  ","12292004"
"P05000000043","CNG FRAMING INC                                 ","A","DOMP","           418 DIAL DRIVE                            ","                                          ","ORLANDO                     ","FL","32822     ","FL","12302004"
"L05000000033","REITZ INVESTMENTS, LLC                          ","A","FLAL","           18260 SOUTH MISSION HILLS                 ","                                          ","BATON ROUGE                 ","LA","70810     ","  ","12302004"
"P05000000053","CLASSIC LAWN & PEST CONTROL INC.                ","A","DOMP","           223 S. W. WHITEWOOD DRIVE                 ","                                          ","PORT ST. LUCIE              ","FL","34953     ","US","01012005"
"N05000000003","TACON VILLAS HOMEOWNERS ASSOCIATION, INC.       ","A","DOMN","P          305 S. MACDILL AVE.                       ","                                          ","TAMPA                       ","FL","33609     ","  ","12302004"
"F05000000003","GCAFE, INC.                                     ","A","FORP","           3137 HARWICK DRIVE                        ","                                          ","BIRMINGHAM                  ","AL","35242     ","  ","12302004"
"P05000000063","DAVE'S LAWN CARE OF TAMPA BAY, INC.             ","A","DOMP","           6827 S. WALL STREET                       ","                                          ","TAMPA                       ","FL","33616     ","US","12302004"
"P05000000073","RIO DEL SOL DEVELOPMENT COMPANY                 ","A","DOMP","           1800 WEST HIBISCUS BLVD., SUITE 138       ","                                          ","MELBOURNE                   ","FL","32901     ","  ","12302004"
"L05000000043","HORIZON WHOLESALE FOODS, L.L.C.                 ","A","FLAL","           5976 MOORS OAK DRIVE                      ","                                          ","MILTON                      ","FL","32583     ","  ","12302004"
"P05000000083","JAMES L. WALKER III, P.A.                       ","A","DOMP","           4100 N. OCEAN DRIVE                       ","APT. 402                                  ","SINGER ISLAND               ","FL","33404     ","  ","12302004"
"P05000000093","CSR SOLUTIONS, INC.                             ","A","DOMP","           7785 BISHOPWOOD ROAD                      ","                                          ","LAKE WORTH                  ","FL","33467     ","  ","12302004"
"A05000000013","ROHEMI LTD.                                     ","A","DOML","P          136 CENTER STREET                         ","                                          ","NAPLES                      ","FL","34108     ","  ","12302004"
"P05000000103","THE ALERIANT CORPORATION                        ","A","DOMP","           6700 N ANDREWS DRIVE SUITE #600           ","                                          ","FORT LAUDERDALE             ","FL","33309     ","  ","01032005"
"L05000000053","GLO AND ASSOCIATES L.L.C.                       ","A","FLAL","           1298 SE PAGADO ROAD                       ","                                          ","PALM BAY                    ","FL","32909     ","  ","12302004"
"P05000000113","E.HANNAH & COMPANY, INC.                        ","A","DOMP","           5801 PELICAN BAY BLVD., SUITE 300         ","                                          ","NAPLES                      ","FL","34108     ","  ","12302004"
"L05000000063","YAB III, LLC                                    ","A","FLAL","           260 CRANDON BLVD.                         ","48                                        ","KEY BISCAYNE                ","FL","33149     ","US","12272004"
"L05000000073","ACE COURIER & DELIVERY SERVICE, LLC             ","A","FLAL","           332 YACHT CLUB DRIVE NE                   ","                                          ","FORT WALTON BEACH           ","FL","32548     ","US","12302004"
"L05000000083","QUALITY LEASING II, L.L.C.                      ","A","FLAL","           1006 N. BEAL PARKWAY                      ","                                          ","FORT WALTON BEACH           ","FL","32547     ","  ","12302004"
"L05000000093","THEE CLOCKMAKER'S SHOPPE, LLC                   ","A","FLAL","           110 WEST 5TH AVE                          ","                                          ","MOUNT DORA                  ","FL","32757     ","  ","01012005"
"L05000000103","J & P CONTRACTORS, LLC.                         ","A","FLAL","           400 ISLAND WAY                            ","1604                                      ","CLEARWATER                  ","FL","33767     ","  ","01012005"
"L05000000113","M & M REAL ESTATE MANAGEMENT, LLC               ","A","FLAL","           1050 NW 163RD DRIVE                       ","                                          ","MIAMI                       ","FL","33169     ","  ","12302004"
"P05000000123","MAREK ENTERPRISES, INC.                         ","A","DOMP","           530 EAST CENTRAL BLVD.                    ","SUITE 704                                 ","ORLANDO                     ","FL","32801     ","  ","01022005"
"L05000000123","CENTRAL FLORIDA TELESOURCE LLC                  ","A","FLAL","           4270 ALOMA AVENUE                         ","SUITE 124 PMB 69C                         ","WINTER PARK                 ","FL","32792     ","  ","12312004"
"L05000000133","TIER ONE ADVISORY GROUP, LLC                    ","A","FLAL","           6300 EVERGREEN AVENUE                     ","                                          ","SEMINOLE                    ","FL","33772     ","  ","01022005"
"L05000000143","GARAGE DOORS DONE RIGHT, LLC                    ","A","FLAL","           2375 FOX CHASE BLVD                       ","#237                                      ","PALM HARBOR                 ","FL","34683     ","  ","01012005"
"L05000000153","CATANIA DEVELOPMENT, INC.                       ","A","FLAL","           6680 LURAIS DR.                           ","                                          ","LAKE WORTH                  ","FL","33463     ","  ","12302004"
"L05000000163","1811 SE 29TH LANE, LLC                          ","A","FLAL","           2727 66TH STREET SW                       ","                                          ","NAPLES                      ","FL","34105     ","  ","12302004"
"P05000000133","O.C. FRANCIS APPLIANCES INC.                    ","A","DOMP","           3540 NW 108 AVE                           ","                                          ","SUNRISE                     ","FL","33315     ","US","01032005"
"L05000000173","PALM BEACH RESIDENTIAL PROPERTIES, LLC          ","A","FLAL","           44 COCOANUT ROW                           ","                                          ","PALM BEACH                  ","FL","33480     ","US","12302004"
"L05000000183","BLUE PARROT SALES AND DESIGN LLC                ","A","FLAL","           702 NATALIE LANE                          ","                                          ","PALM HARBOR                 ","FL","34683     ","US","12302004"
"L05000000193","MISHA PETROLEUM, LLC                            ","A","FLAL","           1649 ACME ST.                             ","                                          ","ORLANDO                     ","FL","32805     ","  ","12302004"
"L05000000203","CROSSFIRE CYCLES, LLC                           ","A","FLAL","           13006 ROCKY RIVER ROAD, NORTH             ","                                          ","JACKSONVILLE                ","FL","32224     ","US","01032005"
"P05000000143","A & N INSTALLATIONS & DELIVERY INC.             ","A","DOMP","           6760 NW 30 ST                             ","                                          ","SUNRISE                     ","FL","33313     ","  ","01032005"
"L05000000213","CJ CONSULTING, LLC                              ","A","FLAL","           2880 GULF SHORE BOULEVARD                 ","SUITE 410                                 ","NAPLES                      ","FL","34103     ","  ","01032005"
"L05000000223","REF RESTORATIONS, LLC                           ","A","FLAL","           PO BOX 243                                ","                                          ","GRAHAM                      ","FL","32042-0243","US","01032005"
"P05000000153","COTTMAN DEVELOPMENT CORP OF FLORIDA INC         ","A","DOMP","           208 W TENNESSEE ST                        ","                                          ","TALLAHASSEE                 ","FL","32301     ","  ","01012005"
"L05000000233","A WALK OF ELEGANCE LLC                          ","A","FLAL","           1310 NORTH RAILROAD AVENUE                ","                                          ","CHIPLEY                     ","FL","32428     ","  ","01012005"
"L05000000243","FAIRWAY II LLC                                  ","A","FLAL","           6967 VERDE WAY                            ","                                          ","NAPLES                      ","FL","34108     ","  ","01032005"
"P05000000163","CLOPTON & ASSOCIATES, INC.                      ","A","DOMP","           931 WORTHINGTON CT                        ","                                          ","OVIEDO                      ","FL","32765     ","  ","01012005"
"L05000000253","SILVER SHELLS 703 PARTNERS, LLC                 ","A","FLAL","           508 TWIN RIVER DRIVE                      ","                                          ","COVINGTON                   ","LA","70433     ","US","01012005"
"L05000000263","SOANL REALTY, LLC                               ","A","FLAL","           9104 PARAGON WAY                          ","                                          ","BOYNTON BEACH               ","FL","33437     ","  ","01032005"
"L05000000283","JL - OCEAN SPRAY, LLC                           ","A","FLAL","           4130 COLLINS AVE                          ","                                          ","MIAMI BEACH                 ","FL","33140     ","  ","01012005"
"P05000000173","MELLINGER INVESTMENT HOLDINGS, INC.             ","A","DOMP","           225 NORTHEAST MIZNER BOULEVARD            ","SUITE 300                                 ","BOCA RATON                  ","FL","33432     ","  ","01012005"
"L05000000293","INTERNATIONAL DISTRIBUTOR OF INVENTORY LLC      ","A","FLAL","           7508 SW 47TH LANE                         ","                                          ","GAINESVILLE                 ","FL","32608     ","  ","01032005"
"L05000000313","AMERITRUST MORTGAGE LLC                         ","A","FLAL","           910 WEST AVENUE                           ","#914                                      ","MIAMI BEACH                 ","FL","33139     ","  ","01032005"
"P05000000183","AMTIP TRUCKING, INC.                            ","A","DOMP","           P.O. BOX 570181                           ","                                          ","ORLANDO                     ","FL","32857     ","US","01032005"
"L05000000333","BEACH HOUSE PAINTING & REMODELING, LLC          ","A","FLAL","           210 DADE AVE                              ","                                          ","SARASOTA                    ","FL","34232     ","US","01032005"
"L05000000343","WARD INTERNATIONAL TRADING COMPANY LLC          ","A","FLAL","           1840 SOUTH BAYSHORE DRIVE                 ","                                          ","COCONUT GROVE               ","FL","33133     ","  ","01012005"
"L05000000273","C & C CONCEPTS, LLC                             ","A","FLAL","           25222 CONESTOGA DR.                       ","                                          ","LAND O' LAKES               ","FL","34639     ","US","01032005"
"L05000000323","IDAZZLERS, LLC                                  ","A","FLAL","           825 BRICKELL BAY DRIVE                    ","SUITE1643                                 ","MIAMI                       ","FL","33131     ","  ","01032005"
"P05000000223","THE HUGHES GROUP REAL ESTATE SERVICES INC.      ","A","DOMP","           4793 N. CLASSICAL BLVD                    ","                                          ","DELRAY BEACH                ","FL","33445     ","  ","12312004"
"P05000000233","RAY KEHRT ENTERPRISES, INC.                     ","A","DOMP","           6821-129 SOUTHPOINT DR. N.                ","                                          ","JACKSONVILLE                ","FL","32226     ","US","12292004"
"P05000000273","RICHARD WILSON AUTO SALES INC                   ","A","DOMP","           1882 DUNN AVE                             ","                                          ","JACKSONVILLE                ","FL","32218     ","US","01012005"
"P05000000293","IDW CORP                                        ","A","DOMP","           1501 NW 163RD STREET                      ","                                          ","MIAMI                       ","FL","33169     ","  ","12312004"
"P05000000303","ADEM TUNCER INC                                 ","A","DOMP","           395 PRISTINE WATER LANE                   ","                                          ","MARY ESTHER                 ","FL","32569     ","  ","01032005"
"P05000000313","TRI-CITY 471 INC.                               ","A","DOMP","           630 CHESTNUT ST.                          ","                                          ","CLEARWATER                  ","FL","33756     ","US","01032005"
"P05000000323","J.R.D. FLORIDA DEVELOPMENT CORP.                ","A","DOMP","           5450 S. STATE ROAD 7                      ","SUITE 12                                  ","HOLLYWOOD                   ","FL","33314     ","US","01012005"
"P05000000333","SKYLAND COMMUNICATIONS, INC.                    ","A","DOMP","           P.O. BOX 5416                             ","                                          ","LIGHTHOUSE POINT            ","FL","33074     ","  ","12302004"
"L05000000303","BEST2U, LLC                                     ","A","FLAL","           900 RIVERBEND BLVD.                       ","                                          ","LONGWOOD                    ","FL","32779     ","US","01032005"
"P05000000203","KNOWLEDGEQUEST EDUCATIONAL SYSTEMS, INC.        ","A","DOMP","           9895 SHEPARD PLACE                        ","                                          ","WELLINGTON                  ","FL","33414     ","  ","01032005"
"P05000000243","GREEN, GREEN AND ASSOCIATES, INC.               ","A","DOMP","           6821-129 SOUTHPOINT DR. N.                ","                                          ","JACKSONVILLE                ","FL","32216     ","US","01012005"
"P05000000353","NANAY ENTERPRISES, INC.                         ","A","DOMP","           3801 NORTH FEDERAL HIGHWAY                ","                                          ","POMPANO BEACH               ","FL","33064     ","US","01032005"
"P05000000363","SURE CUTS LAWN CARE, INC.                       ","A","DOMP","           5400 MONTFORD PLACE                       ","                                          ","APOPKA                      ","FL","32712     ","  ","01032005"
"P05000000373","FRANKIE SELLS KEY WEST, INC.                    ","A","DOMP","           1612 DUNCAN STREET                        ","                                          ","KEY WEST                    ","FL","33040     ","  ","01012005"
"A05000000023","CLEARWATER POND PARTNERS, LTD.                  ","A","DOML","P          201 N. FRANKLIN STREET, SUITE 2000        ","                                          ","TAMPA                       ","FL","33602     ","  ","12302004"
"P05000000383","LITTLE BLESSINGS CHRISTIAN LEARNING CENTER INC  ","A","DOMP","           1822 WEST 30TH STREET                     ","                                          ","JACKSONVILLE                ","FL","32209     ","  ","01022005"
"P05000000393","SAFEGUARD DESTRUCTION SERVICES, INC.            ","A","DOMP","           6994 KIMBERLY TERRACE                     ","                                          ","FT. MYERS                   ","FL","33919     ","US","01032005"
"P05000000403","ROLAND P. TAN, JR., P.A.                        ","A","DOMP","           3501 WEST VINE ST.                        ","SUITE 338                                 ","KISSIMMEE                   ","FL","34741     ","  ","01032005"
"P05000000193","TAKE FIVE ENTERPRISES, INC.                     ","A","DOMP","           3949 EVANS AVENUE #403                    ","                                          ","FT. MYERS                   ","FL","33901     ","  ","01012005"
"P05000000213","SIRIUS VENTURES, INC.                           ","A","DOMP","           237 N. COUNTRY CLUB DR.                   ","                                          ","ATLANTIS                    ","FL","33462     ","  ","01032005"
"N05000000013","M.A.D. FOR ANIMALS, INC                         ","A","DOMN","P          P.O. BOX 540724                           ","                                          ","MERRITT ISLAND              ","FL","32952     ","  ","12302004"
"L05000000353","DREAM MAKER REALTY, LLC                         ","A","FLAL","           130-01 SOUTH ORANGE BLOSSOM TRAIL         ","                                          ","ORLANDO                     ","FL","32837     ","  ","01012005"
"L05000000363","MORAN FAMILY INVESTMENTS, LLC                   ","A","FLAL","           234 SEAVIEW DRIVE                         ","                                          ","KEY BISCAYNE                ","FL","33149     ","  ","12302004"
"P05000000253","CARILO INTERTRADING CORP.                       ","A","DOMP","           1840 SOUTHWEST 22 STREET STE #4-276       ","                                          ","MIAMI                       ","FL","33145     ","  ","01032005"
"N05000000023","PALOMOS A RESIDENTIAL CHILDREN CENTER, INC.     ","A","DOMN","P          15715 SOUTHWEST SOUTH DIXIE STE 221       ","                                          ","MIAMI                       ","FL","33157     ","  ","12302004"
"P05000000283","T.K. KURUVILLA (THACHARA) & CO., INC.           ","A","DOMP","           2754 VALENCIA GROVE DR.                   ","                                          ","VALRICO                     ","FL","33594     ","  ","01012005"
"L05000000373","SCHWARTZ AND PROMES, A PROFESSIONAL LIMITED COMP","A","FLAL","           1925 MIZELL AVENUE                        ","                                          ","WINTER PARK                 ","FL","32792     ","  ","12302004"
"L05000000383","WILLIAM C. EADY JR. DRYWALL LLC                 ","A","FLAL","           39313 KOLARS FERRY RD.                    ","                                          ","HILLIARD                    ","FL","32046     ","  ","12272004"
"P05000000263","ALL-WAYS EXCAVATING INC                         ","A","DOMP","           1175 S NARCOOSSEE RD                      ","                                          ","SAINT CLOUD                 ","FL","34771     ","US","01032005"
"P05000000343","JA QUALITY SERVICES INC.                        ","A","DOMP","           177 MERIDA DR.                            ","                                          ","KISSIMMEE                   ","FL","34743     ","  ","01012005"
"P05000000413","RESIDENTIAL SERVICES OF N. W. FLA., INC.        ","A","DOMP","           3301 DOODIE LANE                          ","                                          ","NAVARRE                     ","FL","32566     ","US","01032005"
"P05000000423","EVERETT & SOULE, INC.                           ","A","DOMP","           553 OAKHURST STREET                       ","                                          ","ALTAMONTE SPRINGS           ","FL","32701     ","US","01032005"
"P05000000433","PGS CORES, INC.                                 ","A","DOMP","           1510 NORTH B STREET                       ","                                          ","TAMPA                       ","FL","33606     ","  ","01032005"
"P05000000443","FOUR CORNERS AUTO INC.                          ","A","DOMP","           208 WHITBY ST.                            ","                                          ","DAVENPORT                   ","FL","33897     ","  ","01032005"
"P05000000453","CENTRAL FLORIDA FORESTRY, INC                   ","A","DOMP","           16031 NE 73RD STREET                      ","                                          ","WILLISTON                   ","FL","32696     ","US","01012005"
"P05000000463","FINANCIAL SERVICES OF BOCA RATON, INC.          ","A","DOMP","           23271 COSTA DEL SOL BLVD                  ","                                          ","BOCA RATON                  ","FL","33433     ","US","01032005"
"P05000000483","LY'S NAILS, INC.                                ","A","DOMP","           2148 SADLER ROAD                          ","                                          ","FERNANDINA BEACH            ","FL","32034     ","  ","01032005"
"F05000000013","HUNT YACHTS, INC.                               ","A","FORP","           300 GULF ROAD                             ","                                          ","SO DARTMOUTH                ","MA","02748     ","  ","01032005"
"P05000000473","LORENZO TIRES AND REPAIR SERVICE INC.           ","A","DOMP","           1946 VERONICA SHOEMAKER BLVD.             ","                                          ","FORT MYERS                  ","FL","33916     ","  ","01012005"
"P05000000503","P. F. TRAINER INC                               ","A","DOMP","           1328 THE 12TH FAIRWAY                     ","                                          ","WELLINGTON                  ","FL","33414     ","  ","01032005"
"P05000000513","ALUMINUM SERVICES OF SOUTH FLORIDA INC.         ","A","DOMP","           8306 SALERNO ROAD                         ","                                          ","FORT PIERCE                 ","FL","34951     ","  ","01032005"
"L05000000403","ISLAND TOWER, LLC                               ","A","FLAL","           1019 PERIWINKLE WAY                       ","                                          ","SANIBEL                     ","FL","33957     ","  ","12232004"
"P05000000523","ROUND ONE CUTS INC.                             ","A","DOMP","           5601 SOUTH SEMORAN BLVD.                  ","SUITE 54                                  ","ORLANDO                     ","FL","32822     ","  ","01032005"
"P05000000533","LUV INC.                                        ","A","DOMP","           PO BOX 1325                               ","                                          ","SAINT PETERSBURG            ","FL","33731     ","  ","12312004"
"P05000000543","NORTH FLORIDA CONSTRUCTION SERVICES, INC.       ","A","DOMP","           5830 LISKA DRIVE                          ","                                          ","JACKSONVILLE                ","FL","32244     ","  ","01032005"
