"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"P05000006282","D & T UNIFORMS, INC.                            ","A","DOMP","           1375 E. VINE STREET                       ","                                          ","KISSIMMEE                   ","FL","34744     ","  ","01112005"
"L05000003702","PATRIOT DEVELOPMENT, LLC                        ","A","FLAL","           151 REGIONS WAY                           ","SUITE 1-C                                 ","DESTIN                      ","FL","32541     ","FL","01122005"
"L05000003712","WELCH INVESTMENTS, LLC                          ","A","FLAL","           1890 N W 74 TH WAY                        ","                                          ","HOLLYWOOD                   ","FL","33024     ","US","01122005"
"L05000003722","TERRA SUR CAFE                                  ","A","FLAL","           13822 PATHFINDER DR                       ","                                          ","TAMPA                       ","FL","33625     ","  ","01122005"
"L05000003732","J.P. INVESMENT & MANAGMENT,LLC                  ","A","FLAL","           1222 PIZARRO ST                           ","                                          ","CORAL GABLES                ","FL","33134     ","  ","01052005"
"L05000003742","KELLEY'S OF FLORIDA LLC                         ","A","FLAL","           P. O. BOX 16                              ","                                          ","RICHMOND HILL               ","GA","31324     ","  ","01122005"
"P05000006292","MS INSTALLATION, INC.                           ","A","DOMP","           4344 NW 9 AVE                             ","                                          ","POMPANO BCH                 ","FL","33064     ","  ","01122005"
"L05000003772","SUPPERTHYME VENTURES, LLC                       ","A","FLAL","           8019 N. HIMES AVENUE                      ","SUITE 401                                 ","TAMPA                       ","FL","33614     ","  ","01122005"
"L05000003782","SSGG REALTY, LLC                                ","A","FLAL","           8650 SOUTH OCEAN DRIVE                    ","SUITE 1104                                ","JENSEN BEACH                ","FL","34957     ","  ","01082005"
"L05000003792","LEI, LLC                                        ","A","FLAL","           725 34TH AVENUE NORTHEAST                 ","                                          ","ST. PETERSBURG              ","FL","33703     ","  ","01122005"
"P05000006302","MARTY'S DENTS & SCRATCHES ON THE GO, INC.       ","A","DOMP","           6184 45TH ST.                             ","                                          ","POMPANO BEACH               ","FL","33073     ","  ","01122005"
"L05000003802","FUTURE BENEFITS II, LLC                         ","A","FLAL","           315 OAKLAND AVENUE                        ","                                          ","INDIALANTIC                 ","FL","32903     ","US","01122005"
"L05000003812","LUIS D. GOMEZ PAINTING LLC                      ","A","FLAL","           207 W. VOORHIS AVENUE                     ","                                          ","DELAND                      ","FL","32720     ","  ","01122005"
"L05000003822","XP SOLUTIONS PROPERTIES, LLC                    ","A","FLAL","           353 GORDON STREET                         ","                                          ","SANFORD                     ","FL","32771     ","  ","01132005"
"L05000003852","PRECISION CLOSING SERVICES, LLC                 ","A","FLAL","           501 E SOUTH ST                            ","STE B                                     ","ORLANDO                     ","FL","32801     ","  ","01132005"
"P05000006312","KOBRA INTERNATIONAL INC.                        ","A","DOMP","           525 SEVENTH AVE.                          ","                                          ","NEW YORK                    ","NY","10018     ","  ","01122005"
"L05000003752"," TAMMY MORRIS, LLC                              ","A","FLAL","           740 PETES LANE                            ","                                          ","DAVENPORT                   ","FL","33837     ","US","01122005"
"L05000003762","LITTLE RIVERS,  LLC                             ","A","FLAL","           19941 NE 23RD AVE                         ","                                          ","MIAMI                       ","FL","33180     ","  ","01122005"
"L05000003832","YARD RESCUE, LLC                                ","A","FLAL","           1011 W. FRIBLEY STREET                    ","                                          ","TAMPA                       ","FL","33603     ","US","01122005"
"L05000003842","2301 CORONADO RIVER, LLC.                       ","A","FLAL","           19801 EAST COUNTRY CLUB DRIVE             ","SUITE # 403                               ","AVENTURA                    ","FL","33180     ","  ","01132005"
"L05000003862","DOUBLE TAKE PRODUCTIONS, LLC                    ","A","FLAL","           4920 RIVERSHORE DRIVE                     ","                                          ","TAMPA                       ","FL","33603     ","US","01132005"
"L05000003872","BS2004,LLC                                      ","A","FLAL","           1007 SE FORT KING STREET                  ","                                          ","OCALA                       ","FL","34471     ","  ","01132005"
"P05000006332","BDAWN ENTERPRISES, INC.                         ","A","DOMP","           2624 IVYDALE DRIVE                        ","                                          ","DELTONA                     ","FL","32725     ","  ","01062005"
"L05000003902","COYOTE PRODUCTIONS, LLC                         ","A","FLAL","           5419 HOLLYWOOD BLVD STE C                 ","                                          ","HOLLYWOOD                   ","CA","90027     ","  ","01112005"
"P05000006342","JESUS IS THE LORD, INC.                         ","A","DOMP","           8021 NW 53 COURT                          ","                                          ","LAUDERHILL                  ","FL","33351     ","  ","01122005"
"P05000006352","MILLWORKS INSTALLATION COMPANY INC.             ","A","DOMP","           100 A PAYNE ST                            ","                                          ","DESTIN                      ","FL","32550     ","  ","01122005"
"L05000003882","PROCOIN, LLC.                                   ","A","FLAL","           1725 MAIN STREET, SUITE 209               ","                                          ","WESTON                      ","FL","33326     ","  ","01122005"
"P05000006322","MCANALLY CONSTRUCTION AND SERVICES INC.         ","A","DOMP","           P.O. BOX 1135                             ","                                          ","CARRABELLE                  ","FL","32322     ","  ","01132005"
"L05000003892","3J INVESTMENTS, LLC                             ","A","FLAL","           15 E. MAGNOLIA AVENUE                     ","                                          ","PORT ORANGE                 ","FL","32127     ","  ","01122005"
"L05000003912","E.L. BUSINESS HOLDINGS, LLC.                    ","A","FLAL","           10125 W. OAKLAND BLVD. #321               ","                                          ","SUNRISE                     ","FL","33351     ","  ","01122005"
"P05000006362","MICHAEL ATKINSON, INC.                          ","A","DOMP","           5208 WATERVIEW WAY                        ","                                          ","WINTER HAVEN                ","FL","33884     ","  ","01122005"
"P05000006372","NORMA'S HOME CLEANING & REPAIR SERVICES, INC.   ","A","DOMP","           4806 W LONGFELLOW AVE                     ","                                          ","TAMPA                       ","FL","33629     ","  ","01112005"
"L05000003922","JO & COMPANY, LLC                               ","A","FLAL","           1101 W. ROMANA ST.                        ","                                          ","PENSACOLA                   ","FL","32501     ","  ","01102005"
"P05000006382","W. COLONIAL CHIROPRACTIC HEALTH & REHAB INC.    ","A","DOMP","           5265 ALHAMBRA DR.                         ","# C                                       ","ORLANDO                     ","FL","32808     ","  ","01122005"
"P05000006392","CREATIVE CONCEPTS REMODELING, INC               ","A","DOMP","           7234 NW 4 ST                              ","                                          ","MIAMI                       ","FL","33126     ","  ","01122005"
"L05000003932","LINN MANAGEMENT, LLC                            ","A","FLAL","           4601 WEST COMMANCHE AVE.                  ","                                          ","TAMPA                       ","FL","33614     ","  ","01122005"
"N05000000402","ORBDA INC.                                      ","A","DOMN","P          1325 YALE STREET                          ","                                          ","ORLANDO                     ","FL","32804     ","  ","01122005"
"P05000006402","STEVE T MULLEN CARPET SERVICE, INC              ","A","DOMP","           905 CREVASSE ST.                          ","                                          ","LAKELAND                    ","FL","33809     ","US","01122005"
"F05000000212","SEA-BREEZE ROOFING, INC.                        ","A","FORP","           1927 AHRENS STREET                        ","                                          ","HOUSTON                     ","TX","77017     ","  ","01122005"
"P05000006412","MONA CHARLIE COFFEE CORNER INC                  ","A","DOMP","           3908 COUNTRY VIEW DRIVE                   ","                                          ","SARASOTA                    ","FL","34233     ","  ","01112005"
"P05000006422","305 ENTERPRISES, INC                            ","A","DOMP","           18622 BOB-O-LINK DRIVE                    ","                                          ","HIALEAH                     ","FL","33015     ","  ","01122005"
"L05000003942","HOFMANN PROPERTIES, LLC                         ","A","FLAL","           12690 HIGHWAY 25                          ","                                          ","OCKLAWAHA                   ","FL","32179     ","  ","01132005"
"P05000006432","NEXT DAY DENTAL LAB., INC.                      ","A","DOMP","           6453 CONROY WINDERMERE RD                 ","APT 1003                                  ","ORLANDO                     ","FL","32835     ","  ","01122005"
"P05000006442","SUMMERLAND REALTY, INC.                         ","A","DOMP","           PO BOX 311                                ","                                          ","HIGH SPRINGS                ","FL","32655     ","  ","01122005"
"L05000003952","5104 W. HANNA AVE., LLC                         ","A","FLAL","           5108 WEST HANNA AVENUE                    ","                                          ","TAMPA                       ","FL","33634     ","  ","01122005"
"P05000006452","AW THERAPY SERVICES, INC.                       ","A","DOMP","           4558 N. UNIVERSITY DR.                    ","                                          ","LAUDERHILL                  ","FL","33351     ","  ","01122005"
"M05000000192","HERITAGE TITLE SERVICES, LLC                    ","A","FORL","           159 ST. MATTHEW AVE. STE 4                ","                                          ","LOUISVILLE                  ","KY","40207     ","  ","01052005"
"L05000003962","MATARA USA INVESTMENT & MANAGMENT LLC           ","A","FLAL","           20801 BISCAYNE BLVD.                      ","SUITE 403                                 ","AVENTURA                    ","FL","33180     ","  ","01122005"
"P05000006462","SUNCRAFT DESIGNS, INC                           ","A","DOMP","           17617 SW 32 ST                            ","                                          ","MIRAMAR                     ","FL","33029     ","US","01122005"
"P05000006472","FLORENCE DATING SERVICE INC.                    ","A","DOMP","           22 SE 4TH ST                              ","219                                       ","BOCA RATON                  ","FL","33432     ","US","01122005"
"P05000006482","R. D. BROWN MARINE CLEANUP, CORP.               ","A","DOMP","           536 NW 38 TERRACE                         ","                                          ","DEERFIELD BEACH             ","FL","33442     ","  ","01112005"
"P05000006502","TOO COOL! INC.                                  ","A","DOMP","           345 BUFORD AVE.                           ","                                          ","ORANGE CITY                 ","FL","32763     ","  ","01122005"
"L05000003972","NAPLES PROPERTIES, LLC                          ","A","FLAL","           4206 MERCANTILE AVENUE                    ","                                          ","NAPLES                      ","FL","34104     ","  ","01122005"
"P05000006512","GET 'ER DONE FRAMING, INC.                      ","A","DOMP","           431 WHITEWING CIRCLE                      ","                                          ","MINNEOLA                    ","FL","34715     ","  ","01102005"
"P05000006522","PHOTOGRAPHY BAY GORT, INC.                      ","A","DOMP","           305 ALCAZAR AVE                           ","                                          ","CORAL GABLES                ","FL","33134     ","  ","01122005"
"P05000006532","A-ZTEK PROPERTY MAINTENANCE SERVICES INC.       ","A","DOMP","           542 EL DORADO WAY                         ","                                          ","CASSELBERRY                 ","FL","32707     ","US","01112005"
"P05000006492","DIAMOND DADDY PRODUCTIONS INC.                  ","A","DOMP","           816 ACACIA AVE                            ","                                          ","LEHIGH ACRES                ","FL","33936     ","  ","01122005"
"L05000003982","DRAGONFLY ASSOCIATES, LLC                       ","A","FLAL","           201 PINE RIDGE                            ","                                          ","BOONE                       ","NC","28607     ","  ","01062005"
"P05000006542","SOUTH FLORIDA AG SERVICES, INC.                 ","A","DOMP","           18701 KITTY HAWK COURT                    ","                                          ","PORT ST. LUCIE              ","FL","34987     ","  ","01132005"
"P05000006552","K&C GARAGE DOORS INC.                           ","A","DOMP","           7704 CONGRESS ST.                         ","                                          ","NEW PORT RICHEY             ","FL","34653     ","  ","01122005"
"P05000006562","SIRMAN & SIRMAN, INC.                           ","A","DOMP","           28561 DIRK ROAD                           ","                                          ","LITTLE TORCH KEY            ","FL","33042     ","  ","01082005"
"P05000006572","IVIPSERVICES, INC.                              ","A","DOMP","           509 41ST ST. / ARTHUR GODFREY RD          ","SUITE B                                   ","MIAMI BEACH                 ","FL","33014-3509","  ","01132005"
"P05000006582","BRAD DREFFER CORPORATION                        ","A","DOMP","           106 WINTERGLEN DRIVE                      ","                                          ","SANFORD                     ","FL","32771     ","  ","01122005"
"P05000006592","I.A.H.S. INC.                                   ","A","DOMP","           500 GOLF TREE LANE                        ","#124                                      ","LONGWOOD                    ","FL","32779     ","  ","01132005"
"P05000006602","BRYANS ROOFING &SIDING INC.                     ","A","DOMP","           2360 BOBBITT ROAD                         ","                                          ","KITTRELL                    ","NC","27544     ","US","01112005"
"L05000003992","PORTS OF CALL, L.L.C.                           ","A","FLAL","           3219 W. CHANNEL CIR.                      ","                                          ","JUPITER                     ","FL","33477     ","  ","01062005"
"P05000006612","MAURICE R. BEDARD INC.                          ","A","DOMP","           2111 BERMUDA ROAD                         ","                                          ","PALM SPRINGS                ","FL","USA       ","33","01122005"
"P05000006622","CHARISMA FARMS INC.                             ","A","DOMP","           5712 FOXLAKE DRIVE                        ","APT 08                                    ","NORTH FORT MYERS            ","FL","33917     ","US","01152005"
"L05000004002","BROADMOORE TWO INVESTMENT, LLC                  ","A","FLAL","           11249 NW 27 AVENUE                        ","                                          ","MIAMI                       ","FL","33167     ","  ","01132005"
"P05000006672","BC DRYWALL, INC.                                ","A","DOMP","           16438 SHADYHILLS RD                       ","                                          ","SPRING HILL                 ","FL","34610     ","  ","01122005"
"P05000006682","ANAYA CONTRACTORS, INC.                         ","A","DOMP","           7641 CURRENCY DR.                         ","                                          ","ORLANDO                     ","FL","32809     ","  ","01112005"
"P05000006702","HOLT OF BAY COUNTY, INC.                        ","A","DOMP","           17351 FRONT BEACH RD., STE. E-201         ","                                          ","PANAMA CITY BEACH           ","FL","32413     ","  ","01122005"
"L05000004032","MELROSE, LLC                                    ","A","FLAL","           503 TERRACE DRIVE                         ","                                          ","BRANDON                     ","FL","33510     ","  ","01012005"
"P05000006712","MINOR ENTERPRISES CORP.                         ","A","DOMP","           1023 VALENCIA TOWN TERR APT 308A          ","                                          ","ORLANDO                     ","FL","32825     ","  ","01122005"
"P05000006722","PB & RK ENTERPRISES, INC.                       ","A","DOMP","           1385 HOLIDAY BLVD.                        ","                                          ","MERRITT ISLAND              ","FL","32952     ","  ","01122005"
"P05000006742","SNUGGLEPUSS, INC.                               ","A","DOMP","           POST OFFICE BOX 180311                    ","                                          ","CASSELBERRY                 ","FL","32718     ","  ","01122005"
"N05000000412","REHOBOTH MINISTRIES, INC.                       ","A","DOMN","P          12108 REGAL COURT SW                      ","                                          ","WELLINGTON                  ","FL","33414     ","  ","01112005"
"P05000006632","THE COOKIE COMPANY #1., INC.                    ","A","DOMP","           11332 RIDGE ROAD                          ","                                          ","PORT RICHEY                 ","FL","34668     ","  ","01122005"
"P05000006642","A TO Z NETWORK SOLUTIONS, INC.                  ","A","DOMP","           4700 NORTHWEST 7 STREET STE 9             ","                                          ","MIAMI                       ","FL","33166     ","  ","01122005"
"P05000006652","ARDUIN ASSOCIATES, INC.                         ","A","DOMP","           205 SOUTH ADAMS STREET                    ","                                          ","TALLAHASSEE                 ","FL","32301     ","  ","01122005"
"P05000006662","ENRIQUE PINEIRO, P.A.                           ","A","DOMP","           4345 SW 72ND AVE., SUITE C                ","                                          ","MIAMI                       ","FL","33155     ","  ","01122005"
"L05000004012","JB CONSULTING GROUP, LLC                        ","A","FLAL","           14600 MARVIN LANE                         ","                                          ","SOUTHWEST RANCHES           ","FL","33330     ","  ","01132005"
"P05000006692","CIERA SERVICES, INC.                            ","A","DOMP","           5030 CHAMPION BOULEVARD                   ","UNIT G6 - POSTAL MAILBOX 243              ","BOCA RATON                  ","FL","33496     ","  ","01122005"
"L05000004022","LEAD AGENTS, LLC                                ","A","FLAL","           7300 BISCAYNE BLVD.                       ","SUITE 305                                 ","MIAMI                       ","FL","33138     ","  ","01062005"
"L05000004042","ENCORE TECHNOLOGIES, LLC                        ","A","FLAL","           375 TERRACE DRIVE                         ","                                          ","OVIEDO                      ","FL","32765     ","  ","01062005"
"P05000006732","EUROPEAN AUTOMOTIVE EXPORT, INC.                ","A","DOMP","           353 BIRCH STREET                          ","                                          ","TITUSVILLE                  ","FL","32780     ","  ","01122005"
"N05000000422","BAY AREA RECOVERY K-9S OF FLORIDA, INC.         ","A","DOMN","P          15115 SHEILA ANN DR                       ","                                          ","HUDSON                      ","FL","34669     ","  ","01122005"
"M05000000202","OCIUS, LLC                                      ","A","FORL","           651 W. WASHINGTON ST. SUITE 200           ","                                          ","CHICAGO                     ","IL","60661     ","  ","01132005"
"P05000006752","AMERICAN ROOFING SYSTEMS, INC.                  ","A","DOMP","           2275 MACEDO RD NE                         ","                                          ","PALM BAY                    ","FL","32907     ","  ","01122005"
"L05000004052","ALLEN W. HOVIS HOLDINGS COMPANY, L.L.C.         ","A","FLAL","           7129 WESTMORELAND DRIVE                   ","                                          ","SARASOTA                    ","FL","34243     ","  ","01042005"
"F05000000222","NORTH POINTE FINANCIAL SERVICES, INC.           ","A","FORP","           28819 FRANKLIN ROAD                       ","                                          ","SOUTHFIELD                  ","MI","48034     ","  ","01052005"
"P05000006762","OCCIDENTIAL TRADING & WAREHOUSING, CORP.        ","A","DOMP","           8340 NW 66 STREET                         ","                                          ","MIAMI                       ","FL","33166     ","  ","01122005"
"P05000006772","WES PETERS PAINTING INC                         ","A","DOMP","           1611 CHARON ROAD                          ","                                          ","JACKSONVILLE                ","FL","32205     ","  ","01122005"
"P05000006782","TRAVIS TUTEN WELL DRILLING, INC.                ","A","DOMP","           PO BOX 55                                 ","                                          ","HOLDER                      ","FL","34445     ","  ","01122005"
"L05000004062","FORTUNE KB GP, LLC                              ","A","FLAL","           1300 BRICKELL AVE.                        ","                                          ","MIAMI                       ","FL","33131     ","  ","01132005"
"P05000006792","NORMA A. MARTIN, INC.                           ","A","DOMP","           PO BOX 184                                ","                                          ","BUSHNELL                    ","FL","33513     ","  ","01122005"
"N05000000432","CENTRO DE AYUDA SOCIAL Y EDUCATIVA INC.         ","A","DOMN","P          90 NW 27 AVE                              ","                                          ","MIAMI                       ","FL","33125     ","  ","01102005"
"P05000006812","BINARY HOSTING, INC.                            ","A","DOMP","           P.O. BOX 7775                             ","                                          ","LAKELAND                    ","FL","          ","  ","01122005"
"L05000004072","ICHI PRODUCTIONS LLC                            ","A","FLAL","           8103 MIZNER LANE                          ","                                          ","BOCA RATON                  ","FL","33433     ","  ","01132005"
"F05000000232","THE HOWELL GROUP, INC.                          ","A","FORP","           965 PIEDMONT ROAD NE                      ","SUITE 100                                 ","MARIETTA                    ","GA","30066     ","  ","01062005"
"P05000006822","GLOBAL PUBLISHING ASSOCIATES, INC.              ","A","DOMP","           2860 SOMERSET DRIVE, STE. 215             ","                                          ","FT. LAUDERDALE              ","FL","33311     ","  ","01122005"
"P05000006802","ABC CHARTERS KEY WEST, INC.                     ","A","DOMP","           117 MARACAIBO LANE                        ","                                          ","CUDJOE KEY                  ","FL","33042     ","  ","01122005"
"M05000000183","CHARLESTON-3RD, LLC                             ","A","FORL","           10557 N.W. 53RD STREET                    ","                                          ","SUNRISE                     ","FL","33351     ","  ","01122005"
"P05000006183","SEABROOK AIR, INC.                              ","A","DOMP","           12738 SOPHIAMARIE LOOP                    ","                                          ","ORLANDO                     ","FL","32828     ","  ","01122005"
"P05000006193","DORAL'S RESTAURANT, INC.                        ","A","DOMP","           7780 NW 44 ST                             ","                                          ","SUNRISE                     ","FL","33351     ","  ","01122005"
"N05000000383","LATIN-AMERICAN MOTORCYCLE ASSOCIATION (LAMA) ORL","A","DOMN","P          371E NOTRE DAME DR.                       ","                                          ","ALTAMONTE SPRINGS           ","FL","32714     ","  ","01122005"
"P05000006203","BEE-LINE MECHANICAL INC.                        ","A","DOMP","           3131 JUNIPER DR                           ","                                          ","EDGEWATER                   ","FL","32141     ","  ","01122005"
"P05000006213","GONZALO VIVANCO, P.A.                           ","A","DOMP","           2699 COLLINS AVENUE                       ","#128                                      ","MIAMI BEACH                 ","FL","33140     ","  ","01122005"
"P05000006223","GLOBAL TURBINE PARTS CORP.                      ","A","DOMP","           18168 LAKE BEND DR                        ","                                          ","JUPITER                     ","FL","33458     ","  ","01122005"
"P05000006233","LITTLE'S CONSTRUCTION OF CENTRAL FLORIDA, INC.  ","A","DOMP","           311 HAVENDALE BLVD., STE. 408             ","                                          ","AUBURNDALE                  ","FL","33823     ","  ","01122005"
"P05000006243","BRANCH INVESTMENTS, INC.                        ","A","DOMP","           3980 FOWLER STREET                        ","                                          ","FORT MYERS                  ","FL","33901     ","  ","01122005"
"P05000006253","MLG SUPPLY CORPORATION                          ","A","DOMP","           4941 WINDWARD WAY                         ","                                          ","FT LAUDERDALE               ","FL","33312     ","  ","01122005"
"L05000003653","PARADISE CAFE, LLC                              ","A","FLAL","           19065 BOYETTE ROAD                        ","                                          ","LITIA                       ","FL","33547     ","  ","01122005"
"P05000006263","CAIN'S INVESTMENT CORP.                         ","A","DOMP","           2875 NE 191ST STREET #801                 ","                                          ","AVENTURA                    ","FL","33180     ","  ","01122005"
"L05000003663","PP ZAHN INVESTMENTS, LLC                        ","A","FLAL","           242 SOUTH PALMETTO AVENUE                 ","                                          ","DAYTONA BEACH               ","FL","32114     ","  ","01122005"
"N05000000393","EL JARDIN II CONDOMINIUM ASSOCIATION, INC.      ","A","DOMN","P          C/O  600 CORPORATE DRIVE                  ","SUITE 102                                 ","FORT LAUDERDALE             ","FL","33334     ","  ","01122005"
"L05000003673","PY ENTERPRISE, LLC                              ","A","FLAL","           1480 NW 93 TERRACE                        ","                                          ","PLANTATION                  ","FL","33322     ","US","01112005"
"P05000006273","DESIGN LOFTS CORP.                              ","A","DOMP","           2875 NE 191ST STREET #801                 ","                                          ","AVENTURA                    ","FL","33180     ","  ","01122005"
"L05000003683","LAS OLAS NORTH, LLC                             ","A","FLAL","           18851 NE 29TH AVENUE                      ","SUITE 105                                 ","AVENTURA                    ","FL","33180     ","US","01122005"
"L05000003693","WINDOVER OF MALABAR, LLC                        ","A","FLAL","           516 DELANNOY AVENUE                       ","                                          ","COCOA                       ","FL","32922     ","  ","01122005"
"L05000003703","O TOWN MOMS, LLC                                ","A","FLAL","           1414 OSCEOLA COURT                        ","                                          ","ORLANDO                     ","FL","32806     ","  ","01102005"
"P05000006283","TITANIUM SOUTH CORP.                            ","A","DOMP","           1060 PORT ST LUCIE BLVD                   ","                                          ","PORT ST LUCIE               ","FL","34952     ","  ","01122005"
"L05000003713","ASLSC, LLC                                      ","A","FLAL","           5435 WORTHINGTON LANE                     ","#104                                      ","NAPLES                      ","FL","34110     ","US","01122005"
"L05000003723","R&J'S PAINTING & RENOVATIONS, LLC               ","A","FLAL","           1 EAST MILLER                             ","                                          ","WINTER GARDEN               ","FL","34787     ","US","01122005"
"L05000003733","LONG LAKE LOT 27 LLC                            ","A","FLAL","           955 NW 17TH AVENUE                        ","BLDG. A                                   ","DELRAY BEACH                ","FL","33445     ","  ","01122005"
"L05000003743","SILVER MOON, LLC                                ","A","FLAL","           3487 CLASSIC DRIVE                        ","                                          ","MEMPHIS                     ","TN","38125     ","US","01122005"
"L05000003753","MY VALET TRASH SERVICES, LLC                    ","A","FLAL","           5401 SOUTH KIRKMAN ROAD                   ","SUITE 310                                 ","ORLANDO                     ","FL","32819     ","US","01122005"
"P05000006293","BIONANOBLOX, INC.                               ","A","DOMP","           20 S. BROAD STREET                        ","                                          ","BROOKSVILLE                 ","FL","34601     ","  ","01122005"
"L05000003763","TAMPA BAY NUTRACEUTICAL COMPANY L.L.C.          ","A","FLAL","           324 WINDWARD ISLAND                       ","                                          ","CLEARWATER                  ","FL","33767     ","US","01122005"
"L05000003773","NEXTV LLC                                       ","A","FLAL","           1604 WEEPING WILLOW WAY                   ","                                          ","HOLLYWOOD                   ","FL","33019     ","US","01122005"
"L05000003783","SP GROUP, LLC                                   ","A","FLAL","           3742 W. GARDENIA AVE.                     ","                                          ","WESTON                      ","FL","33332     ","US","01122005"
"L05000003793","BINGO BUBBAS, LLC                               ","A","FLAL","           317 WHITEHEAD ST.                         ","                                          ","KEY WEST                    ","FL","33040     ","  ","01122005"
"P05000006303","MARK ALAN LEVINE, P.A.                          ","A","DOMP","           2000 S DIXIE HWY - STE 102                ","                                          ","MIAMI                       ","FL","33133     ","  ","01122005"
"L05000003803","GOLDEN VENTURE ACQUISITIONS I, LLC              ","A","FLAL","           C/O CRISP & RICHMOND, PLLC                ","6 LOUDON ROAD, SUITE 403                  ","CONCORD                     ","NH","03301     ","  ","01122005"
"L05000003813","GENERATION HEALTH, LLC                          ","A","FLAL","           15560 69TH DR. N.                         ","                                          ","PALM BEACH GARDENS          ","FL","33418     ","US","01122005"
"L05000003853","NOMOREPOINTS.COM, LLC                           ","A","FLAL","           1113 CHERRY VALLEY WAY                    ","SUITE A                                   ","ORLANDO                     ","FL","32828     ","  ","01132005"
"L05000003863","ROGER FORAN TILE L.L.C.                         ","A","FLAL","           4134 BARBER ST                            ","                                          ","PANAMA CITY                 ","FL","32404     ","US","01102005"
"L05000003873","PC SURFSIDE BEACH, LLC                          ","A","FLAL","           1777 REISTERSTOWN ROAD                    ","SUITE 135 EAST                            ","BALTIMORE                   ","MD","21208-1318","US","01132005"
"L05000003823","SUN TITLE SERVICES LLC                          ","A","FLAL","           2201 N.W. CORPORATE BLVD.                 ","104                                       ","BOCA RATON                  ","FL","33431     ","US","01132005"
"L05000003833","TIM OFFHAUS LLC                                 ","A","FLAL","           5807 24TH ST. CT. W.                      ","                                          ","BRADENTON                   ","FL","34207     ","  ","01132005"
"L05000003843","TAMPA MARKETING ENTERPRISES LLC                 ","A","FLAL","           9808 MORRIS GLEN WAY                      ","                                          ","TAMPA                       ","FL","33637     ","  ","01132005"
"P05000006313","THE CAR SPA MERRICK PARK, INC.                  ","A","DOMP","           330 SAN LORENZO AVE #2300                 ","                                          ","CORAL GABLES                ","FL","33146     ","  ","01122005"
"P05000006323","ALVI GLOBAL, CORP.                              ","A","DOMP","           1532 NE 144 ST                            ","                                          ","N MIAMI                     ","FL","33161     ","  ","01122005"
"L05000003883","DHB HOLDINGS, LLC                               ","A","FLAL","           2004 RESERVATION ROAD                     ","                                          ","GULF BREEZE                 ","FL","32563     ","  ","01122005"
"P05000006333","ERNESTO HANDYMAN, CORP.                         ","A","DOMP","           3697 E. 10 AVENUE                         ","                                          ","HIALEAH                     ","FL","33013     ","  ","01112005"
"L05000003893","STRICKLAND CANDY, LLC                           ","A","FLAL","           216 REDFISH CREEK DRIVE                   ","                                          ","ST. AUGUSTINE               ","FL","32095     ","  ","01122005"
"L05000003903","CSS TECH LLC                                    ","A","FLAL","           20496 SW 216 ST                           ","                                          ","MIAMI                       ","FL","33170     ","  ","01122005"
"P05000006343","A BRAZILIAN HAIR & PC INC.                      ","A","DOMP","           P. O. BOX 1568                            ","                                          ","POMPANO BEACH               ","FL","33061     ","  ","01122005"
"P05000006353","MSJ FINANCIAL CORP.                             ","A","DOMP","           1673 MAIN STREET                          ","                                          ","DUNEDIN                     ","FL","34698     ","  ","01122005"
"L05000003913","MERIDIAN HOMES, L.L.C.                          ","A","FLAL","           P.O. BOX 2205                             ","                                          ","FORT LAUDERDALE             ","FL","33303     ","  ","01122005"
"N05000000403","RAPHAEL'S CHILDREN'S HOME, INC.                 ","A","DOMN","P          37 NANTUCKET DRIVE                        ","                                          ","PALM COAST                  ","FL","32137     ","  ","01122005"
"P05000006363","TITAN TECHNOLOGIES INC                          ","A","DOMP","           4120 N.W. 28 STREET                       ","                                          ","MIAMI                       ","FL","33142     ","US","01122005"
"P05000006373","SEG NETWORKS, INC.                              ","A","DOMP","           14080 WEST PARSLEY DR.                    ","                                          ","MADEIRA BEACH               ","FL","33708     ","US","01152005"
"L05000003923","FREEPORT VENTURE PARTNERS, LLC                  ","A","FLAL","           455 OLD CLUB ROAD SOUTH                   ","                                          ","MACON                       ","GA","31210     ","  ","01122005"
"P05000006393","YOYI SERVICES, CORP.                            ","A","DOMP","           2250 W 53 PL #2                           ","                                          ","HIALEAH                     ","FL","33016     ","  ","01122005"
"A05000000113","FREEDOM FIREWORKS, LTD.                         ","A","DOML","P          C/O AARON A. FARMER, P.A.                 ","1415 PANTHER LN, STE. 121                 ","NAPLES                      ","FL","34109     ","  ","01122005"
"F05000000213","SIMONDS INTERNATIONAL CORPORATION               ","A","FORP","           135 INTERVALE ROAD                        ","                                          ","FITCHBURG                   ","MA","01420-0500","  ","01122005"
"L05000003933","46TH AVENUE ASSOCIATES, LLC                     ","A","FLAL","           2200 NORTH COMMERCE PARKWAY SUITE 206     ","                                          ","WESTON                      ","FL","33326     ","  ","01122005"
"P05000006383","KITCHEN COSMETICS, INC                          ","A","DOMP","           11763 7TH  LANE NORTH                     ","APT 6                                     ","ST. PETERSBURG              ","FL","33716     ","  ","01122005"
"P05000006403","G & M TEMPERING CORP                            ","A","DOMP","           6463 LA COSTA DR                          ","APT. # 302                                ","BOCA RATON                  ","FL","33433     ","  ","01152005"
