"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"L05000053531","GOTTA BOUNCE, LLC                               ","A","FLAL","           2407 DIOR COURT                           ","                                          ","DELTONA                     ","FL","32738     ","  ","05272005"
"P05000078041","JCKSON INC.                                     ","A","DOMP","           2249 BRADFORD STREET                      ","                                          ","JACKSONVILLE                ","FL","32209     ","  ","05272005"
"L05000053541","DREAM BIG, LLC                                  ","A","FLAL","           1138 DOYLE CIRCLE                         ","                                          ","SANTA CLARA                 ","CA","95054     ","  ","05272005"
"A05000001071","COZETTA'S HOUSE LIMITED PARTNERSHIP             ","A","DOML","P          P.O. BOX 42768                            ","                                          ","CHARLOTTE                   ","NC","28215     ","  ","05232005"
"P05000078061"," DAVAN EXPORT CORPORATION                       ","A","DOMP","           PO BOX 450834                             ","                                          ","SUNRISE                     ","FL","33351     ","US","05312005"
"L05000053431","EXCLUSIVE INVESTMENTS, LLC                      ","A","FLAL","           PO BOX 161473                             ","                                          ","MIAMI                       ","FL","33116     ","  ","05312005"
"P05000077971","U.S. HOME SOLUTIONS , INC.                      ","A","DOMP","           1220 STONE HARBOUR RD                     ","                                          ","WINTER SPRINGS              ","FL","32708     ","US","05212005"
"P05000078031","ARROW 5, INC.                                   ","A","DOMP","           8131 VINELAND AVE #102                    ","                                          ","ORLANDO                     ","FL","32821     ","  ","05272005"
"P05000078051","LUNAIRE INC.                                    ","A","DOMP","           5490 102ND AVENUE                         ","                                          ","PINELLAS PARK               ","FL","33782     ","  ","05312005"
"P05000078111","LOANS & REALTY, INC                             ","A","DOMP","           11301 SOUTH O.B.T.                        ","206                                       ","ORLANDO                     ","FL","32837     ","  ","05262005"
"P05000078121","INTEGRITY HEALTHCARE, INC                       ","A","DOMP","           1490 W.49 PLACE                           ","SUITE 508                                 ","HIALEAH                     ","FL","33012     ","DA","05302005"
"P05000078131","G W INSTALLATIONS, INC.                         ","A","DOMP","           4813 NE 10TH AVENUE                       ","                                          ","OAKLAND PARK                ","FL","33334     ","US","06012005"
"P05000078141","BOGART'S, INCORPORATED                          ","A","DOMP","           P.. BOX 1368                              ","                                          ","DEFUNIAK SPRINGS            ","FL","32435     ","  ","06012005"
"P05000078151","RWIRELESS INC.                                  ","A","DOMP","           4982 PELICAN STREET                       ","                                          ","COCONUT CREEK               ","FL","33073     ","  ","05312005"
"P05000078171","ARTHUR TILELLI RESIDENTIAL AND COMMERCIAL RESTOR","A","DOMP","           2908 WHITEHORSE COURT                     ","                                          ","ORLANDO                     ","FL","32837     ","US","05252005"
"P05000077991","ALEXANDRA JORDAN, P.A.                          ","A","DOMP","           1910 NE 187TH DRIVE                       ","                                          ","NORTH MIAMI BEACH           ","FL","33179     ","  ","05272005"
"P05000078091","FLORIDA CENTER  FOR WOMEN, INC.                 ","A","DOMP","           7100 W. 20TH AVE.                         ","SUITE 314                                 ","HIALEAH                     ","FL","33016     ","  ","05312005"
"L05000053551","GRINGO WEDDING, LLC                             ","A","FLAL","           3583 WEST HILLSBORO BOULEVARD #108        ","                                          ","DEERFIELD BEACH             ","FL","33442     ","  ","05232005"
"L05000053561","WINDOVER GROUP, LLC                             ","A","FLAL","           6333 SUNSET DRIVE                         ","                                          ","SOUTH MIAMI                 ","FL","33143     ","  ","05312005"
"P05000078211","HOMETRUST MORTGAGE GROUP, INC.                  ","A","DOMP","           8551 VIA BELLA NOTTE                      ","                                          ","ORLANDO                     ","FL","32836     ","  ","06012005"
"P05000078221","EMB CABLE INC.                                  ","A","DOMP","           2135 KEWANNEE TRAIL                       ","                                          ","CASSELBERRY                 ","FL","32707     ","US","05312005"
"L05000053571","FORTY SHADES OF GREEN DEVELOPMENT, LLC          ","A","FLAL","           3300 UNIVERSITY DRIVE STE 601             ","                                          ","CORAL SPRINGS               ","FL","33065     ","  ","05232005"
"P05000078251","WAWANESSA, INC.                                 ","A","DOMP","           2730 SOMERSET DR., STE. 114V              ","                                          ","LAUDERDALE LAKES            ","FL","33311     ","  ","05272005"
"P05000078261","A & A BUILDERS OF JAX, INC.                     ","A","DOMP","           9124 CYPRESS GREEN DR                     ","                                          ","JACKSONVILLE                ","FL","32256     ","  ","05272005"
"P05000078271","SCENTS GALORE, INC.                             ","A","DOMP","           14568 SW 143RD TERRACE                    ","                                          ","MIAMI                       ","FL","33186     ","  ","05272005"
"P05000078021","FOR SALE BY NEIGHBOR, INC.                      ","A","DOMP","           3733 UNIVERSITY BLVD WEST                 ","SUITE 210-B                               ","JACKSONVILLE                ","FL","32217     ","  ","05272005"
"P05000078201","WOLSEY, PENNY, WASHBOURNE, INCORPORATED         ","A","DOMP","           2427 LOCKE AVE                            ","                                          ","ORLANDO                     ","FL","32818     ","  ","05312005"
"P05000078241","HWY 393, INC.                                   ","A","DOMP","           184 EGLIN PKWY NE                         ","SUITE 9                                   ","FORT WALTON BEACH           ","FL","32548     ","  ","05312005"
"P05000077721","DEVONSHIRE FINE HOMES, INC.                     ","A","DOMP","           P.O.BOX 291187                            ","                                          ","PORT ORANGE                 ","FL","32129     ","  ","05272005"
"M05000002901","GTSFA, LLC                                      ","A","FORL","           1873 S. BELLAIRE STREET, SUITE 930        ","                                          ","DENVER                      ","CO","80222     ","  ","05232005"
"P05000078281","BLUE BAY CONSTRUCTION SERVICES INC              ","A","DOMP","           7 PALM DR                                 ","BAYPOINT                                  ","KEY WEST                    ","FL","33040     ","  ","05272005"
"L05000053581","GLENWOOD PARK APARTMENTS, L.L.C.                ","A","FLAL","           P.O. BOX 17512                            ","                                          ","CLEARWATER                  ","FL","33762     ","  ","06152005"
"B05000000231","AMC DELANCEY HUDSON CAPITAL ASSOCIATES I, L.P.  ","A","FORL","P          C/O CORPORATION TRUST COMPANY             ","1209 ORANGE STREET                        ","WILMINGTON                  ","DE","          ","  ","05272005"
"P05000078291","BROWN HUNTER, INC.                              ","A","DOMP","           215 S TESSIER DR                          ","                                          ","ST PETE BCH                 ","FL","33706     ","  ","05272005"
"N05000005601","THORMINC COMMUNITY DEVELOPMENT CORPORATION      ","A","DOMN","P          PO BOX 28338                              ","                                          ","JACKSONVILLE                ","FL","32226     ","  ","05312005"
"P05000078071","RKB BUILDING & DEVELOPMENT, INC.                ","A","DOMP","           5036 SEVILLE DRIVE                        ","                                          ","SARASOTA                    ","FL","34235     ","  ","05232005"
"P05000078161","ZABG INC                                        ","A","DOMP","           14931 SW 152 TER                          ","                                          ","MIAMI                       ","FL","33187     ","US","05282005"
"P05000078301","F.P. DINO & ASSOCIATES N.C., INC                ","A","DOMP","           10330 CAMELBACK LANE                      ","                                          ","BOCA RATON                  ","FL","33498     ","  ","05312005"
"L05000053591","UNITED SELF STORAGE, LLC                        ","A","FLAL","           9659 125TH STREET N.                      ","                                          ","SEMINOLE                    ","FL","33772     ","  ","05232005"
"P05000078311","ISM DESIGN, INC.                                ","A","DOMP","           19936 SW 3RD PLACE                        ","                                          ","PEMBROKE PINES              ","FL","33029-1251","  ","05312005"
"P05000078321","DAWN WEIL INC.                                  ","A","DOMP","           10839 AVENIDA SANTA ANA                   ","                                          ","BOCA RATON                  ","FL","33498     ","  ","05312005"
"P05000078331","KIDWELL CONSTRUCTION, INC.                      ","A","DOMP","           3000 SHEOAH BLVD 3102                     ","                                          ","WINTER SPRINGS              ","FL","32708     ","  ","05272005"
"L05000053601","RSJP, LLC                                       ","A","FLAL","           4019 RICHMOND PARK DRIVE EAST             ","                                          ","JACKSONVILLE                ","FL","32224-2223","  ","05312005"
"P05000078341","RAACO REMODELING, INC                           ","A","DOMP","           2801 PALM AIRE DR N #508                  ","                                          ","POMPANO BEACH               ","FL","33069     ","  ","05312005"
"P05000078351","MTZ ENTERPRISES, INC.                           ","A","DOMP","           3570 WILLOW OAK RD                        ","                                          ","MULBERRY                    ","FL","33860     ","  ","05272005"
"P05000078081","GC TAG & LABELS, INC.                           ","A","DOMP","           7358 ASHLEY SHORES CIRCLE                 ","                                          ","LAKE WORTH                  ","FL","33467     ","  ","05312005"
"P05000078361","NAPLES SOUTH PLAZA BARBER SHOP, INC.            ","A","DOMP","           11680 IMMOKALEE ROAD                      ","                                          ","NAPLES                      ","FL","34120     ","  ","05312005"
"P05000078371","INTERGRATED BUSINESS SOLUTIONS, INC.            ","A","DOMP","           1015 N. SEMORAN BLVD., STE. 105-468       ","                                          ","CASSELBERRY                 ","FL","32707     ","  ","05312005"
"N05000005611","THE HOMEOWNERS' ASSOCIATION OF AVALON VILLAGE, I","A","DOMN","P          4315 PABLO OAKS CT - STE 1                ","                                          ","JACKSONVILLE                ","FL","32224     ","  ","05272005"
"L05000053611","SCHENK TRUCKING, LLC                            ","A","FLAL","           44-A DADELAND AVENUE                      ","                                          ","INDIAN LAKES ESTATES        ","FL","33855     ","  ","05312005"
"P05000078381","WILEY & WILEY TRANSPORTATION INC                ","A","DOMP","           3046 LANTANA CIR                          ","                                          ","AUBURNDALE                  ","FL","33823     ","  ","05312005"
"F05000003181","INTERNATIONAL CONGREGATIONAL HOLINESS CHURCH, IN","A","FORN","P          3888 FAYETTEVILLE HIGHWAY                 ","                                          ","GRIFFIN                     ","GA","30223     ","  ","05312005"
"P05000078391","VIRGO ENTERRPISES, INC.                         ","A","DOMP","           4085 HANCOCK BRIDGE PKWY SUITE 111        ","                                          ","N FT MYERS                  ","FL","33903     ","  ","05312005"
"P05000078101","ONLINE OX, INC.                                 ","A","DOMP","           319 TALL PINE LANE                        ","                                          ","SANFORD                     ","FL","32773     ","US","05242005"
"P05000078181","METROPOLITAN FIBER, INCORPORATED.               ","A","DOMP","           962 WOODROSE CT.                          ","                                          ","ALTAMONTE SPRINGS           ","FL","32714     ","US","06012005"
"P05000078191","DDD ENDEAVOR INC                                ","A","DOMP","           359 MERIDIAN AVE.                         ","SUITE 103                                 ","MIAMI BEACH                 ","FL","33139     ","  ","05312005"
"P05000078231","HR COMPLIANCE NETWORK, INC.                     ","A","DOMP","           1134 WINGED FOOT CIR. W.                  ","                                          ","WINTERSPRINGS               ","FL","32708     ","US","05312005"
"P05000078401","BEAR PA'S INC.                                  ","A","DOMP","           8041 DIAMOND CT                           ","                                          ","HOMOSASSA                   ","FL","34448     ","US","05242005"
"L05000053102","CELESTIAL DELI, LLC                             ","A","FLAL","           2108 52ND TERRACE, S.W.                   ","                                          ","NAPLES                      ","FL","34116     ","  ","05272005"
"N05000005562","LIFE SOLUTIONS COUNSELING INC.                  ","A","DOMN","P          2814 CARPOLL PL                           ","                                          ","ORLANDO                     ","FL","32804     ","  ","05262005"
"P05000077672","DIVERSIFIED BROKERAGE SERVICES, INC.            ","A","DOMP","           8010 MASSACHUSETTS AVE                    ","                                          ","NEW PORT RICHEY             ","FL","34653     ","  ","05272005"
"L05000053112","CARIBBEAN KOSHER TOURS, LLC                     ","A","FLAL","           19201 COLLINS AVENUE, UNIT 917            ","                                          ","NORTH MIAMI                 ","FL","33160     ","  ","05272005"
"P05000077682","VETERAN ROOFING, INC.                           ","A","DOMP","           13555 EAGLE RIDGE DRIVE SUITE 911         ","                                          ","FORT MYERS                  ","FL","33912     ","  ","05272005"
"P05000077692","FERDINAND MORTGAGE GROUP CORP.                  ","A","DOMP","           11176 MARITIME COURT                      ","                                          ","WELLINGTON                  ","FL","33467     ","  ","05272005"
"P05000077702","PROMISED LAND SERVICES, INC.                    ","A","DOMP","           711 E 18TH PLACE                          ","                                          ","HIALEAH                     ","FL","33010     ","  ","05272005"
"P05000077712","ALL FRAME BUILDERS INC.                         ","A","DOMP","           43648 COOTERPOND RD.                      ","                                          ","DELAND                      ","FL","32720     ","  ","05272005"
"L05000053122","FC REALTY, LLC                                  ","A","FLAL","           39 WEST 37TH STREET                       ","                                          ","NEW YORK                    ","NY","10018     ","  ","05272005"
"N05000005572","SHELLBRIDGE HOMEOWNERS ASSOCIATION,INC.         ","A","DOMN","P          11450 SE DIXIE HWY STE 202                ","                                          ","HOBE SOUND                  ","FL","33455     ","  ","05272005"
"P05000077722","ALAN'S HOME IMPROVEMENTS, INC.                  ","A","DOMP","           1920 SW 87 TERRACE                        ","                                          ","DAVIE                       ","FL","33324     ","  ","05272005"
"P05000077732","COMPREHENSIVE AMERICAN CARE, INC.               ","A","DOMP","           3600 SW 185 AVENUE                        ","                                          ","MIRAMAR                     ","FL","33029     ","  ","05262005"
"L05000053142","RAM POWER LLC                                   ","A","FLAL","           7172 SW 22ND PLACE                        ","                                          ","DAVIE                       ","FL","33317     ","  ","05272005"
"L05000053162","COMPLETE WIRELESS CENTRAL FLORIDA,LLC           ","A","FLAL","           20 SW 8TH ST                              ","CWIPCS                                    ","MIAMI                       ","FL","33130     ","  ","06012005"
"L05000053182","LAURIE ANN CARTER LLC                           ","A","FLAL","           3302 CYPRESS LANDING DRIVE                ","                                          ","VALRICO                     ","FL","33594     ","  ","05272005"
"P05000077752","KIZZY'S SHOES, INC.                             ","A","DOMP","           1255 W 46TH STREET                        ","SUITE # 26                                ","HIALEAH                     ","FL","33012     ","US","05262005"
"L05000053192","AQUA LLC                                        ","A","FLAL","           735 MCINTOSH STREET                       ","                                          ","WEST PALM BEACH             ","FL","33405     ","US","05272005"
"P05000077762","L MARIE INC                                     ","A","DOMP","           PO BOX 7143                               ","                                          ","SEMINOLE                    ","FL","33775     ","US","05272005"
"L05000053212","PINYONS ON LOG HILL, LLC                        ","A","FLAL","           440 RED ROCK LANE                         ","                                          ","SARASOTA                    ","FL","34231     ","US","05212005"
"L05000053222","DEAN BURGESS GARAGE DOOR SERVICE,LLC            ","A","FLAL","           885 SOMERSET DRIVE                        ","                                          ","ROCKLEDGE                   ","FL","32955     ","US","05272005"
"L05000053132","JARVIS VENTURES, LLC                            ","A","FLAL","           1030 FOX HUNT DRIVE                       ","                                          ","WINTER HAVEN                ","FL","33880     ","  ","05272005"
"P05000077742","TRIADA PRODUCTIONS INC.                         ","A","DOMP","           6187 NW 167 ST STE H-17                   ","                                          ","MIAMI                       ","FL","33015     ","  ","05272005"
"L05000053202","SORRENTO COMMONS, LLC                           ","A","FLAL","           3609 MADACA LANE                          ","                                          ","TAMPA                       ","FL","33618     ","  ","05272005"
"L05000053232","DERBYSHIRE MANAGEMENT GROUP LLC                 ","A","FLAL","           29 DERBYSHIRE PLACE                       ","                                          ","UTICA                       ","NY","13501     ","  ","05272005"
"L05000053252","SAXON FLORIDA, LLC                              ","A","FLAL","           2909 BEMBRIDGE                            ","                                          ","ROYAL OAK                   ","MI","48073     ","  ","05272005"
"P05000077772","CELTIC LENDING INC                              ","A","DOMP","           2682 ENSENADA LANE                        ","                                          ","NORTH PORT                  ","FL","34286     ","  ","05272005"
"L05000053262","ISUITES PGA, LLC                                ","A","FLAL","           10221 S.W. 134TH STREET                   ","                                          ","MIAMI                       ","FL","33176     ","  ","05272005"
"L05000053272","THE SAVOY APARTMENTS, LLC                       ","A","FLAL","           3201 N. ATLANTIC AVE.                     ","                                          ","COCOA BEACH                 ","FL","32931     ","  ","05272005"
"P05000077782","JASON PSALTIDES, PA                             ","A","DOMP","           14101 NW 4TH STREET                       ","                                          ","SUNRISE                     ","FL","33325     ","  ","05252005"
"L05000053282","SAIRAM, LLC                                     ","A","FLAL","           1010 ROCKVILLE PIKE                       ","SUITE 209                                 ","ROCKVILLE                   ","MD","20852     ","  ","05222005"
"L05000053152","Q2 FLORIDA CITY IV, LLC                         ","A","FLAL","           18629 SW 107TH AVENUE                     ","                                          ","MIAMI                       ","FL","33157     ","US","05262005"
"N05000005582","XTREME OUTLAW BOOSTERS, INC.                    ","A","DOMN","P          3054 SAGO POINT                           ","                                          ","LAND O LAKES                ","FL","34639     ","  ","05282005"
"L05000053292","AV PRICELINE LLC                                ","A","FLAL","           911 NORTH ORANGE AVE                      ","APT# 132                                  ","ORLANDO                     ","FL","32801     ","  ","05252005"
"P05000077792","RIVER TO RIVER CORPORATION                      ","A","DOMP","           1221 BRICKELL KEY AVENUE                  ","SUITE 1590                                ","MIAMI                       ","FL","33131     ","US","05272005"
"L05000053302","RAIRIGH REALTY & INVESTMENTS LLC                ","A","FLAL","           1715 RYAN DRIVE                           ","                                          ","TAMPA                       ","FL","33549     ","  ","05272005"
"L05000053312","HIGHLANDERS ONE, LLC                            ","A","FLAL","           5315 ROOSEVELT ST                         ","                                          ","HOLLYWOOD                   ","FL","33021     ","  ","05312005"
"L05000053322","KEPLER COMPANIES, LLC                           ","A","FLAL","           1301 TIMBER TRACE DRIVE                   ","                                          ","WESLEY CHAPEL               ","FL","33543     ","  ","05262005"
"L05000053332","2807 JADE1, LLC                                 ","A","FLAL","           10 BELLAIR                                ","1205                                      ","TORONTO, ONTARIO CANADA     ","N ","M5R 3-T8  ","  ","05252005"
"P05000077812","CARTAGENA DRYWALL & FINISHING, INC              ","A","DOMP","           1565 WEST DONEGAN AVE                     ","APT # H                                   ","KISSIMMEE                   ","FL","34741     ","US","05262005"
"L05000053342","368 GREGORY ROAD LLC                            ","A","FLAL","           105 S. NARCISSUS AVENUE                   ","200                                       ","WEST PALM BEACH             ","FL","33401     ","US","05312005"
"L05000053172","CABALLERO HOLDINGS, LLC                         ","A","FLAL","           4382 WEST 12TH AVENUE                     ","                                          ","HIALEAH                     ","FL","33012     ","US","05272005"
"L05000053242","CHI-VITAL, LLC                                  ","A","FLAL","           626 MARNI DRIVE                           ","                                          ","WINTER SPRINGS              ","FL","32708     ","  ","05222005"
"L05000053362","HARPER'S ALLEY, LLC                             ","A","FLAL","           1604 LITTLE SPARROW COURT                 ","                                          ","WINTER SPRINGS              ","FL","32708     ","  ","05312005"
"L05000053372","ONCE UPON A TIME, LLC                           ","A","FLAL","           7926 LOLA CIRCLE                          ","                                          ","NAVARRE                     ","FL","32566     ","US","05292005"
"P05000077822","NICROB, INC.                                    ","A","DOMP","           690 POLO COURT                            ","                                          ","ST. AUGUSTINE               ","FL","32084     ","  ","05272005"
"L05000053382","EXCELSIOR USA, LLC                              ","A","FLAL","           1909 TYLER STREET                         ","PENTHOUSE                                 ","HOLLYWOOD                   ","FL","33020     ","  ","05312005"
"L05000053392","SCHAAP RECORDS MANAGEMENT, LLC                  ","A","FLAL","           2442 ROCKFILL ROAD                        ","                                          ","FORT MYERS                  ","FL","33916     ","  ","06012005"
"L05000053402","DOLPHIN DENTAL LLC                              ","A","FLAL","           1901 JOSHUA DR.                           ","                                          ","SARASOTA                    ","FL","34240     ","  ","05252005"
"L05000053412","SANTIAGO FUNERAL HOME LLC                       ","A","FLAL","           P,O, BOX 750                              ","                                          ","LAKE WORTH                  ","FL","33460     ","US","05302005"
"P05000077832","R E H CONTRACTING INCORPORATED                  ","A","DOMP","           245 CELERY AVENUE NORTH                   ","                                          ","JACKSONVILLE                ","FL","32220     ","  ","05272005"
"P05000077152","P.Y.T.S INC                                     ","A","DOMP","           5731 NW 60ST                              ","                                          ","PARKLAND                    ","FK","33067     ","  ","05272005"
"L05000053442","ARNOLD & SONS LLC                               ","A","FLAL","           1848 BANYAN TREE DR                       ","                                          ","EDGEWATER                   ","FL","32141     ","  ","05312005"
"L05000053452","3D SELECT PROPERTIES, LLC                       ","A","FLAL","           5325 VISTA CLUB RUN                       ","                                          ","SANFORD                     ","FL","32771     ","  ","05312005"
"L05000053462","RIGSBY BROTHERS ENTERPRISES OF TEXAS, LLC       ","A","FLAL","           2958 DIVISION STREET                      ","                                          ","OVIEDO                      ","FL","32765     ","  ","05312005"
"P05000077852","CNK PARTNERS STORE 1, INC.                      ","A","DOMP","           6527 CARTMEL LANE                         ","                                          ","WINDERMERE                  ","FL","34786     ","  ","05272005"
"P05000077862","MANHATTAN HAIR SALON & SPA, INC.                ","A","DOMP","           12321 SOUTH WEST 112 ST.                  ","                                          ","MIAMI                       ","FL","33186     ","  ","05272005"
"M05000002892","OCEAN 7 INVESTMENTS, LLC                        ","A","FORL","           4512 SOUTH SHORE STREET                   ","                                          ","WATERFORD                   ","MI","48328     ","  ","05272005"
"P05000077882","LEAH BAKER M.D.,P.A.                            ","A","DOMP","           11112 MALAYSIA CIRCLE                     ","                                          ","BOYNTON BEACH               ","FL","33437     ","  ","05272005"
"P05000077892","A & P TRUCKING SERVICES, INC.                   ","A","DOMP","           4812 VICTORIA CIR                         ","                                          ","W PALM BCH                  ","FL","33409     ","  ","05272005"
"P05000077902","LS PLASTERING, INC.                             ","A","DOMP","           19707 NW 78TH AVE                         ","                                          ","ALACHUA                     ","FL","32615     ","  ","05272005"
"P05000077802","NEW BEGINING HEALTH INC.                        ","A","DOMP","           180 NW 183RD STREET,                      ","SUITE 117                                 ","MIAMI                       ","FL","33179     ","  ","05272005"
"L05000053352","ANDEYA INVESTMENTS, LLC                         ","A","FLAL","           4631 N.W. 31ST AVENUE                     ","SUITE #170                                ","FORT LAUDERDALE             ","FL","33309     ","  ","05312005"
"P05000077922","EAGLE POWER PROPERTY MANAGEMENT CORP.           ","A","DOMP","           P.O BOX 601884                            ","                                          ","N  MIAMI BEACH              ","FL","33160     ","  ","05272005"
"P05000077962","H. RICK ZAZZI CONSULTING, INC.                  ","A","DOMP","           9192 PICOT COURT                          ","                                          ","BOYNTON BEACH               ","FL","33437     ","  ","05272005"
"P05000077972","JENKINS TOTAL ROOFING SERVICES, INC.            ","A","DOMP","           4101 EL REY RD.                           ","UNIT 11A                                  ","ORLANDO                     ","FL","32808     ","  ","05272005"
"P05000077982","QUALITY CARE PRESSURE CLEANING INC              ","A","DOMP","           18470 N.E. 30TH COURT                     ","                                          ","AVENTURA                    ","FL","33160     ","  ","05272005"
"P05000077992","G & H UNDERGROUND CONSTRUCTION, INC.            ","A","DOMP","           1175 WOODLAWN ROAD                        ","                                          ","ST. AUGUSTINE               ","FL","32084     ","US","05272005"
"P05000078012","1000 BRICKELL INVESTMENT CORP                   ","A","DOMP","           780 NW LEJEUNE RD                         ","STE 516                                   ","MIAMI                       ","FL","33126     ","US","05272005"
"P05000078022","FLAGSHIP TITLE SERVICES, INC.                   ","A","DOMP","           4463 N. STATE RD 7                        ","                                          ","LAUDERDALE LAKES            ","FL","33319     ","  ","05272005"
"P05000078032"," A. F.  DRYWALL INC                             ","A","DOMP","           2134 ADAMS'S RIDGE RD                     ","APOPKA                                    ","FLORIDA                     ","US","32703     ","  ","05272005"
"L05000053422","SUN MEDIUM, LLC                                 ","A","FLAL","           239 SEVILLE POINTE AVE.                   ","                                          ","ORLANDO                     ","FL","32807     ","  ","05312005"
"L05000053432","GRACE'S MODELS, LLC                             ","A","FLAL","           2910 BEDFORD STREET                       ","                                          ","DELTONA                     ","FL","32738     ","  ","05302005"
"P05000077872","ALFIT, INC.                                     ","A","DOMP","           8325 SO LAKE FOREST DR                    ","                                          ","DAVIE                       ","FL","33328     ","  ","05272005"
"P05000078002","SYMONETTE ACCOUNTING & INVESTMENTS INC          ","A","DOMP","           5881 NW 151 ST                            ","205A                                      ","MIAMI LAKES                 ","FL","33014     ","US","05272005"
"P05000078042","THE VIVA FLOORS, INC.                           ","A","DOMP","           5070 ASHLEY LAKE DR.                      ","SUITE # 811                               ","BOYNTON BEACH               ","FL","33437     ","  ","05272005"
"P05000078052","VISION MARKETING SERVICES, INC.                 ","A","DOMP","           7330 NW 114 AVE                           ","105                                       ","MIAMI                       ","FL","33178     ","  ","05272005"
"P05000078062","ABOVE GRADE CONST. INC.                         ","A","DOMP","           2668 TINOSA CIR.                          ","                                          ","PENSACOLA                   ","FL","32526     ","  ","05262005"
"P05000078072","GC CERAMIC, INC.                                ","A","DOMP","           3312 YORK DRIVE WEST                      ","                                          ","BRADENTON                   ","FL","34205     ","  ","06012005"
"P05000078082","TEMPLE DRYWALL INC.                             ","A","DOMP","           214 PACE PKWY                             ","N/A                                       ","CANTONMENT                  ","FL","32533     ","US","05312005"
"P05000078092","THE ART PLASTER COMPANY                         ","A","DOMP","           3780 A ROAD                               ","                                          ","LOXAHATCHEE                 ","FL","33470     ","  ","06012005"
"P05000077842","PETER ALAGONA, M.D., P.A.                       ","A","DOMP","           3100 N. OCEAN BLVD., #1101                ","                                          ","FT. LAUDERDALE              ","FL","33308     ","  ","05272005"
"L05000053472","DCM 25TH STREET, LLC                            ","A","FLAL","           524 41ST STREET, SUITE 301                ","                                          ","MIAMI BEACH                 ","FL","33140     ","  ","05272005"
"L05000053482","NIRA INVESTMENTS, LLC                           ","A","FLAL","           2010 59TH STREET WEST, SUITE 4200         ","                                          ","BRANDENTON                  ","FL","34209     ","  ","05232005"
"P05000077952","GIGGIO INTERNATIONAL, INC.                      ","A","DOMP","           1000 BRICKELL AVE STE 720                 ","                                          ","MIAMI                       ","FL","33133     ","  ","05272005"
"L05000053492","PLANIT BRIDES, LLC                              ","A","FLAL","           611 S. FEDERAL HIGHWAY, SUITE K           ","                                          ","STUART                      ","FL","34994     ","  ","05312005"
"N05000005592","DEER CREEK MASTER HOMEOWNER'S ASSOCIATION, INC. ","A","DOMN","P          2858 REMINGTON GREEN CIRCLE               ","                                          ","TALLAHASSEE                 ","FL","32308     ","  ","05312005"
"L05000053532","F&BOP INVESTMENTS, LLC                          ","A","FLAL","           6630 S.W. 72 COURT                        ","                                          ","MIAMI                       ","FL","33143     ","  ","05272005"
"L05000053542","LIFETIME HOMES, LLC                             ","A","FLAL","           870 SUNSHINE LANE                         ","                                          ","ALTAMONTE SPRINGS           ","FL","32714     ","  ","05232005"
"P05000078102","VALHEN ENTERPRISES INC.                         ","A","DOMP","           7921 SW 40 ST                             ","SUITE 45                                  ","MIAMI                       ","FL","33155     ","  ","05282005"
"P05000078112","THE FIFTH INVESTMENTS GROUP, INC.               ","A","DOMP","           17925 SW 35TH  DRIVE                      ","                                          ","MIRAMAR                     ","FL","33029     ","  ","05282005"
"P05000077912","THE SIEGEL FINANCIAL GROUP INC.                 ","A","DOMP","           701 U.S. HWY ONE - SUITE 401              ","                                          ","N. PALM BEACH               ","FL","33408     ","  ","05272005"
"P05000077942","TERMINAL SOLUTIONS INC.                         ","A","DOMP","           204 37TH AVE NORTH #173                   ","                                          ","ST PETERSBURG               ","FL","33704     ","  ","05272005"
"L05000053502","ANIMAL EMERGENCY & ADVANCED IMAGING OF PALM BEAC","A","FLAL","           670 NORTH ORLANDO AVE. SUITE 103          ","                                          ","MAITLAND                    ","FL","32757     ","  ","05272005"
"L05000053512","VISIONS DRYWALL, L.L.C.                         ","A","FLAL","           PO BOX 6466                               ","                                          ","MIRAMAR BEACH               ","FL","32550     ","  ","05232005"
"L05000053522","DOROTHY A. SHELTON, LLC                         ","A","FLAL","           322 TOLLGATE SHORES DRIVE                 ","                                          ","ISLAMORADA                  ","FL","33036     ","  ","05232005"
"F05000003172","J.E.M. MORRIS CONSTRUCTION, INC.                ","A","FORP","           49W102 US HIGHWAY 30                      ","                                          ","BIG ROCK                    ","IL","60511     ","  ","05232005"
"P05000078122","IJ VENTURES, INC                                ","A","DOMP","           8510 SW 103RD STREET                      ","                                          ","MIAMI                       ","FL","33156     ","US","05232005"
"P05000078132","ELAN ESSENTIALS, INC.                           ","A","DOMP","           1831 SW 82ND PLACE                        ","                                          ","MIAMI                       ","FL","33155     ","US","06012005"
"P05000078142","MR. FIX-IT HANDYMAN, INC.                       ","A","DOMP","           13967 SW 179 ST                           ","                                          ","MIAMI                       ","FL","33177     ","  ","06012005"
"P05000078152","D & J LAUNDRY MANAGMENT INC.                    ","A","DOMP","           11403 SEAGRASS CIR                        ","                                          ","BOCA RATON                  ","FL","33498     ","  ","05242005"
"P05000077932","PROCOM SERVICES, INC.                           ","A","DOMP","           7025 CR 46A                               ","SUITE: 1071, # 357                        ","LAKE MARY                   ","FL","32746     ","  ","06012005"
"P05000078162","JEANNA B. CARROLL, P.A.                         ","A","DOMP","           3113 CONTEGO LANE                         ","                                          ","PALM BEACH GARDENS          ","FL","33418     ","  ","05312005"
